255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 150 1 0 0 0 0 0 
255,0,0	1000 0.00 149 1 0 0 0 0 0 
255,0,0	1000 0.00 148 1 0 0 0 0 0 
255,0,0	1000 0.00 147 1 0 0 0 0 0 
255,0,0	1000 0.00 146 1 0 0 0 0 0 
255,0,0	1000 0.00 145 1 0 0 0 0 0 
255,0,0	1000 0.00 144 1 0 0 0 0 0 
255,0,0	1000 0.00 143 1 0 0 0 0 0 
255,0,0	1000 0.00 142 1 0 0 0 0 0 
255,0,0	1000 0.00 141 1 0 0 0 0 0 
255,0,0	1000 0.00 140 1 0 0 0 0 0 
255,0,0	1000 0.00 139 1 0 0 0 0 0 
255,0,0	1000 0.00 138 1 0 0 0 0 0 
255,0,0	1000 0.00 137 1 0 0 0 0 0 
255,0,0	1000 0.00 136 1 0 0 0 0 0 
255,0,0	1000 0.00 135 1 0 0 0 0 0 
255,0,0	1000 0.00 134 1 0 0 0 0 0 
255,0,0	1000 0.00 133 1 0 0 0 0 0 
255,0,0	1000 0.00 132 1 0 0 0 0 0 
255,0,0	1000 0.00 131 1 0 0 0 0 0 
255,0,0	1000 0.00 130 1 0 0 0 0 0 
255,0,0	1000 0.00 129 1 0 0 0 0 0 
255,0,0	1000 0.00 128 1 0 0 0 0 0 
255,0,0	1000 0.00 127 1 0 0 0 0 0 
255,0,0	1000 0.00 126 1 0 0 0 0 0 
255,0,0	1000 0.00 125 1 0 0 0 0 0 
255,0,0	1000 0.00 124 1 0 0 0 0 0 
255,0,0	1000 0.00 123 1 0 0 0 0 0 
255,0,0	1000 0.00 122 1 0 0 0 0 0 
255,0,0	1000 0.00 121 1 0 0 0 0 0 
255,0,0	1000 0.00 120 1 0 0 0 0 0 
255,0,0	1000 0.00 119 1 0 0 0 0 0 
255,0,0	1000 0.00 118 1 0 0 0 0 0 
255,0,0	1000 0.00 117 1 0 0 0 0 0 
255,0,0	1000 0.00 116 1 0 0 0 0 0 
255,0,0	1000 0.00 115 1 0 0 0 0 0 
255,0,0	1000 0.00 114 1 0 0 0 0 0 
255,0,0	1000 0.00 113 1 0 0 0 0 0 
255,0,0	1000 0.00 112 1 0 0 0 0 0 
255,0,0	1000 0.00 111 1 0 0 0 0 0 
255,0,0	1000 0.00 110 1 0 0 0 0 0 
255,0,0	1000 0.00 109 1 0 0 0 0 0 
255,0,0	1000 0.00 108 1 0 0 0 0 0 
255,0,0	1000 0.00 107 1 0 0 0 0 0 
255,0,0	1000 0.00 106 1 0 0 0 0 0 
255,0,0	1000 0.00 105 1 0 0 0 0 0 
255,0,0	1000 0.00 104 1 0 0 0 0 0 
255,0,0	1000 0.00 103 1 0 0 0 0 0 
255,0,0	1000 0.00 102 1 0 0 0 0 0 
255,0,0	1000 0.00 101 1 0 0 0 0 0 
255,0,0	1000 0.00 100 1 0 0 0 0 0 
255,0,0	1000 0.00 99 1 0 0 0 0 0 
255,0,0	1000 0.00 98 1 0 0 0 0 0 
255,0,0	1000 0.00 97 1 0 0 0 0 0 
255,0,0	1000 0.00 96 1 0 0 0 0 0 
255,0,0	1000 0.00 95 1 0 0 0 0 0 
255,0,0	1000 0.00 94 1 0 0 0 0 0 
255,0,0	1000 0.00 93 1 0 0 0 0 0 
255,0,0	1000 0.00 92 1 0 0 0 0 0 
255,0,0	1000 0.00 91 1 0 0 0 0 0 
255,0,0	1000 0.00 90 1 0 0 0 0 0 
255,0,0	1000 0.00 89 1 0 0 0 0 0 
255,0,0	1000 0.00 88 1 0 0 0 0 0 
255,0,0	1000 0.00 87 1 0 0 0 0 0 
255,0,0	1000 0.00 86 1 0 0 0 0 0 
255,0,0	1000 0.00 85 1 0 0 0 0 0 
255,0,0	1000 0.00 84 1 0 0 0 0 0 
255,0,0	1000 0.00 83 1 0 0 0 0 0 
255,0,0	1000 0.00 82 1 0 0 0 0 0 
255,0,0	1000 0.00 81 1 0 0 0 0 0 
255,0,0	1000 0.00 80 1 0 0 0 0 0 
255,0,0	1000 0.00 79 1 0 0 0 0 0 
255,0,0	1000 0.00 78 1 0 0 0 0 0 
255,0,0	1000 0.00 77 1 0 0 0 0 0 
255,0,0	1000 0.00 78 1 0 0 0 0 0 
255,0,0	1000 0.00 79 1 0 0 0 0 0 
255,0,0	1000 0.00 80 1 0 0 0 0 0 
255,0,0	1000 0.00 81 1 0 0 0 0 0 
255,0,0	1000 0.00 82 1 0 0 0 0 0 
255,0,0	1000 0.00 83 1 0 0 0 0 0 
255,0,0	1000 0.00 84 1 0 0 0 0 0 
255,0,0	1000 0.00 85 1 0 0 0 0 0 
255,0,0	1000 0.00 86 1 0 0 0 0 0 
255,0,0	1000 0.00 87 1 0 0 0 0 0 
255,0,0	1000 0.00 88 1 0 0 0 0 0 
255,0,0	1000 0.00 89 1 0 0 0 0 0 
255,0,0	1000 0.00 90 1 0 0 0 0 0 
255,0,0	1000 0.00 91 1 0 0 0 0 0 
255,0,0	1000 0.00 92 1 0 0 0 0 0 
255,0,0	1000 0.00 93 1 0 0 0 0 0 
255,0,0	1000 0.00 94 1 0 0 0 0 0 
255,0,0	1000 0.00 95 1 0 0 0 0 0 
255,0,0	1000 0.00 96 1 0 0 0 0 0 
255,0,0	1000 0.00 97 1 0 0 0 0 0 
255,0,0	1000 0.00 98 1 0 0 0 0 0 
255,0,0	1000 0.00 99 1 0 0 0 0 0 
255,0,0	1000 0.00 100 1 0 0 0 0 0 
255,0,0	1000 0.00 101 1 0 0 0 0 0 
255,0,0	1000 0.00 102 1 0 0 0 0 0 
255,0,0	1000 0.00 103 1 0 0 0 0 0 
255,0,0	1000 0.00 104 1 0 0 0 0 0 
255,0,0	1000 0.00 105 1 0 0 0 0 0 
255,0,0	1000 0.00 106 1 0 0 0 0 0 
255,0,0	1000 0.00 107 1 0 0 0 0 0 
255,0,0	1000 0.00 108 1 0 0 0 0 0 
255,0,0	1000 0.00 109 1 0 0 0 0 0 
255,0,0	1000 0.00 110 1 0 0 0 0 0 
255,0,0	1000 0.00 111 1 0 0 0 0 0 
255,0,0	1000 0.00 112 1 0 0 0 0 0 
255,0,0	1000 0.00 113 1 0 0 0 0 0 
255,0,0	1000 0.00 114 1 0 0 0 0 0 
255,0,0	1000 0.00 115 1 0 0 0 0 0 
255,0,0	1000 0.00 116 1 0 0 0 0 0 
255,0,0	1000 0.00 117 1 0 0 0 0 0 
255,0,0	1000 0.00 118 1 0 0 0 0 0 
255,0,0	1000 0.00 119 1 0 0 0 0 0 
255,0,0	1000 0.00 120 1 0 0 0 0 0 
255,0,0	1000 0.00 121 1 0 0 0 0 0 
255,0,0	1000 0.00 122 1 0 0 0 0 0 
255,0,0	1000 0.00 123 1 0 0 0 0 0 
255,0,0	1000 0.00 124 1 0 0 0 0 0 
255,0,0	1000 0.00 125 1 0 0 0 0 0 
255,0,0	1000 0.00 126 1 0 0 0 0 0 
255,0,0	1000 0.00 127 1 0 0 0 0 0 
255,0,0	1000 0.00 128 1 0 0 0 0 0 
255,0,0	1000 0.00 129 1 0 0 0 0 0 
255,0,0	1000 0.00 130 1 0 0 0 0 0 
255,0,0	1000 0.00 131 1 0 0 0 0 0 
255,0,0	1000 0.00 132 1 0 0 0 0 0 
255,0,0	1000 0.00 133 1 0 0 0 0 0 
255,0,0	1000 0.00 134 1 0 0 0 0 0 
255,0,0	1000 0.00 135 1 0 0 0 0 0 
255,0,0	1000 0.00 136 1 0 0 0 0 0 
255,0,0	1000 0.00 137 1 0 0 0 0 0 
255,0,0	1000 0.00 138 1 0 0 0 0 0 
255,0,0	1000 0.00 139 1 0 0 0 0 0 
255,0,0	1000 0.00 140 1 0 0 0 0 0 
255,0,0	1000 0.00 141 1 0 0 0 0 0 
255,0,0	1000 0.00 142 1 0 0 0 0 0 
255,0,0	1000 0.00 143 1 0 0 0 0 0 
255,0,0	1000 0.00 144 1 0 0 0 0 0 
255,0,0	1000 0.00 145 1 0 0 0 0 0 
255,0,0	1000 0.00 146 1 0 0 0 0 0 
255,0,0	1000 0.00 147 1 0 0 0 0 0 
255,0,0	1000 0.00 148 1 0 0 0 0 0 
255,0,0	1000 0.00 149 1 0 0 0 0 0 
255,0,0	1000 0.00 150 1 0 0 0 0 0 
255,0,0	1000 0.00 151 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
255,0,0	1000 0.00 0 1 0 0 0 0 0 
